text,label
@<user> hey partner  how are you today? up early,4
@<user> definitely - i never seem to have a problem going out - always on the way back ,0
Gettin my tan on! ,4
It pains me to think that if we had no snow days that tomorrow would be the last day of school  ugh.,0
@<user> Name me some places...countries that are &quot;freeer&quot; than this one..  Would love to hear it.,4
I haven't felt this sick in a loooong time ,0
I don't wanna go to jury duty.... ,0
@<user> you are so rite so I'm just going to keep my distance from him and let the chips fall where they may ,4
tweet tweet tweet. i wish ashley was still here. time to get ready ,0
harry potter makes me happy ,4
@<user> yeah they have some good tunes  onto Beatles now Come Together,4
Takin the boyfriend to joels grad party ,0
"ran a 3 mile loop around the river, hiked up pisgah, went for a short swim  thanks friends",4
@<user> Tell Kelley I said &quot;Hi&quot; ,4
goin to tha doctor!!  kinda nervous tho..,0
not so good today... ,0
@<user> okey ,4
Flu'ed up to the hilt's. Listening to ibizasonica radio. No lucozade no orange juice ,0
@<user> yum. Do you do home delivery ,0
"Current 3G owners CAN upgrade to a 3G S for an early upgrade price, just add $100 to everyone elses price ",0
"@<user> You're welcome! And yes, she's very cool ",4
"@<user> Already did, we had a 3days holiday from Thursday onward. Which is why we have to come back to work on Sunday ",0
@<user>  You're going to be at Erotica?  yay  ,4
@<user> we night a girls hampton outing! ,4
@<user> Yay. I'm hungry.  @ Assante is out having fun at the trap. @<user> Exactly. Crazy shit. Lol.,0
New glasses are two small to see the keyboard on laptop. Bah ,0
I'm sad every time i look at my fish named Aklaba ,0
@<user> I just joined David ,4
Ok wtf. I am soo jelous of @<user> i want lady gaga's &quot;no&quot; pants!!!! ,0
correction my gf has an interview at a Strip Club next week ,0
@<user> They must know your coming. Theyve failed me b4 ,0
Wanna see 'Drag Me To Hell' again!! ,0
I wanna go to the beach ,0
Ok goodbye foreal..I'm walking in  lol,4
@<user> u know why? bcoz now u have followers that care  and u care about the followers!,4
Sunday is over ,0
@<user> Strange! Is your hour up yet? Go get the darn photos ,4
@<user> Curriculum Vitae - you might call it a Resume. We English like our Latin over French. ,4
@<user>  I have been in love with him for 21 years too!! ,4
Trying to find more friends to join twitter ,4
Cassies with @<user> @<user> Having veal parm  http://twitpic.com/6dg88,4
Eep! My virus software has deleted spotify ,0
woke up to early and can't go back to sleep ,0
zÃ ijiÃ n means goodbye! TTYL ,4
@<user>  thanks for putting me on such a fine list ,4
@<user> yeah that is the one thing i hate about tweetdeck ,0
Nose piercing got hit at All Time Low concert ,0
@<user> I still have to wait two more hours to see the Cone Dog ,0
@<user> ,4
@<user> Oh dear! I've just seen your tweets. That sounds nasty.  I hope the painkillers are fast acting.......... Enforced rest for you! ,0
i loveee trevor searcy ,4
Day 1 with Mom went surprisingly well.  - via Carolyn,4
Ah some old friends are back in the 'shire for one night only so I'm going out tonight. My plan to do work thwarted again ,0
my feet feel like they are going to fall off ,0
"layin in bed with cohen, he ova here justa coughin. . . My poor baby dont feel good ",0
@<user> well yeah it has a nice drag drop scene editor. but it's all controlled by c# the dev needs to write  learn c# man.  FTW,0
@<user> sorry to hear about the wait list ,0
Is Layin in bed relaxin waiting to fall asleep ,4
"Work today. First shift sucked, but the second shift was nice.  http://tinyurl.com/kmnefm",4
@<user> Texas baby! Represent! What's up? ,4
http://bit.ly/IQPPD  with video ,4
Its hard to look at my cat's bed...I miss him already and hope he is done soon   Am I dumb for being this crazy over his dental visit???,0
I missed the Ice Cream man ,0
@<user> SO JEALOUS D: 2 nights was not enough  ,0
Nuthin' sadder than leaving Hatteras beach house on lovely day  bye-bye! http://mypict.me/4DAc,0
@<user> Hell yeah! ,4
I thought there was more Fanta in my can than there was ,0
@<user> Glad to hear you're okay. Don't hesitate to call if you feel you need an escort from the building. Any excuse for pau hana! ,4
Standing in the rain ,4
its 630 on a sunday morning. i'm up. and punt. ,0
eating pop tarts  ,4
"@<user>   dang it, so its not certain ? ? ? are you okay?",0
@<user> I prefered the soviet union  il refer to you as &quot;wengers hoe&quot;,0
"just wokeeee up, still tired! But i know i won't fall back asleep ",0
"Wow, never realized how crappy my day really was until now. fml...I feel like shit ",0
hungryy!!! time to look for some foooddd ,4
"@<user> Morning! ur totally right about that, it was nightmare, but it still felt amazing 2 b with him  Hope u have a GREAT day!",0
@<user> oh  so you it's the end of web desinging for yuh? what about ultimateselena?,0
head is killing me ,0
I wanna watch the trasnformers movie already! ,0
"@<user> sauvignon blanc or Chardonnay, I used to be in catering  but drink what you like, throw out the rule book if you want",4
old news but i just found out: they cancelled &quot;the riches&quot; ,0
"@<user> I know. But for some reason, it says her page doesn't exist anymore. ",0
On my way to queens ,0
It just hit me. Need TLC asap ,0
"@<user> dang, i wish i could be there. I bet its gonna be amazing ",4
@<user> Iphone? Too fast for my fingers ... goes all over the place I like my buttons where I can see them  got it when at&amp;t were cingular,4
@<user> prob not a bad idea to carry one if you still have allergies! Grown men will also succumb to a closed throat &amp; no air! ,4
"@<user> Hey Nick! Please, please make colorful my day by just saying something to me!! Please??? pleaseeeeeeeeee!!!  Anyi - Argentina",4
@<user> #followfriday bc MRS boozer is a great and loving wife that wants everyone to SEE her Mr when he rides!  ,4
Argh I'm sick and schoolbos going by really slowly today. ,0
@<user> can't wait for your new album! I'm a great fan of your music! ,4
"@<user> I know, i'm gonna have to miss EVERY new Ghost Hunters now!!! ",0
loving Landon Pigg's &quot;Falling In Love At a Coffee Shop&quot; AKA...the AT&amp;T commercial song ,4
@<user> Don't like that. Click of the strum bar's easy to keep track of. ,4
Alas no FISL this year ,0
Quilt top is done   Check out the pics of mine &amp; a friend's log cabin  http://bit.ly/mSLGT,4
I have a math class exam on monday  NOOO!! And then 2 days later a latin test...Next week will be very stressfull ^^,0
@<user> your playing V fest! aaah now i wanna go SO much more! safe journey to rio  x,4
I sitting here going through a list of recent foreclosured properties. I think it is very Sad to see so many people lose their homes. ,0
"@<user> sorry chris i wish i could go  but i'm gonna be in Indiana this weekend for a giggy gig gig. i miss you tho, dood.",0
@<user> yes I'm starting to feel the effects of humidity ,0
@<user> good luck.. ,4
why u wasye my time with late nite im sorry calls? go sleep dude. in other news scholarship renewed and new job earned ,4
@<user> 4 years sober today. With God's help and the 12 Steps I am able to have an amazing life  Thanks for the music JM. xoxo,4
I am tellin you...1 more hour of super linkin (meanin I am bout to keep promoting  your twitter...cus I want you to promote me   love),4
"Dealt with email that had me frustrated yesterday. My mistake, but caused trouble with customer...  I hope they hire me again...",0
What happened to Pay it forward stories on the news? We need more good on the news for a change...this world has gotten so negative ,4
@<user>  happy journey ,4
Random fact: An average person laughs about 15 times a day ,4
"@<user> Thanks for finding me. Listened to your music, sounds great! Especially Love Sway Your Head ",4
@<user> Re: Expert consultation at the President Barber Shop ... http://tmeet.me/KL5LM google says coords unkown ,0
went to town with bella ,4
@<user> it's been attacking me since Saturday ,0
"@<user> he was on earlier, but i miss him too ",0
Bummed the spurs lost! ,0
"@<user> I would never beat you up  i love u too much, will u have my babies? can we get married? where do u live?? hahha",4
More ppl confirmed of cuming to the party! and last day of exams 2morrow but sadly last day of grade 5!   ,0
@<user>  maybe they could ship to u; or find the owner and plead to open 4 u; hop your day changes to ,0
@<user> Thanks! I thought it might be you! Thanks for your posts ~ Good stuff ,4
Flying back home...I really miss my grandma and grandpa. ,4
"@<user> I am happy when you talk of Brazil, although the Portuguese is not so good  haha",0
@<user> could u go back on but tell peeps to chill w. comments? i just got grounded for bein on the comp. at 12:48 am. ,0
@<user> @<user> Perfect sunday afternoon tv  I want my live feed with coffee!,0
i feel a cold coming on  sore throat blocked nose.,0
You the fucking best! Ohhhhh Drake u know it. ,4
@<user> She's a funky chick called Megan ,4
ok ok strat planning - proposals officially invited -  i received one but its almost as much as the DP for a brand new car  tight tighter.,0
"@<user> I'm glad we came, it was really fun! Your CD is really good too ",4
@<user> are you home yet???safely landed back in cali  back to us cali girls  lol,4
I'm enjoying resting today before the Marafun tomorrow ,4
Sundayyyyy.... Nuff Said  ,0
"@<user> just so you know, I am following you because I am a fellow Kendo person ",4
Hating work as I can't be at the FIA GT CHAMPIONSHIPS this weekend! Plus car is broken so won't be at the BHP SHOW  ,0
"So after catching on various sites that were neglected in my absence, I am now uploading my pics. This is gonna take a while ",4
"naps over. netball is over. DINNER TIME, thank god, i'm starving. now where is my new improved easter bunny otherwise known as kim ",4
"I should be getting off here now... I gotta get up at like, 6.  Ughh. I don't want to... I feel like it's so early though..",0
In ict. My face feels like its burning. And i am so tired. I want to go home ,0
http://twitpic.com/7oxcs - FUCK YOU GUCCI. You always release AMAZING things when I'm on a SHOPPING BAN. ,0
Watching The Ring with Edward ,4
"Good Morning to All   Drinking my Verve, and Packing my orders of sales I made last night, while I slept! I love my Job!",4
"changed my profile pic, I think this one really captures the brown side of me, which means @<user> won't be too happy ",4
 I now remember why Ms. Janet Jackson is in my top 3.,4
"@<user> i programed in science in matlab, but in js i do not know the bases  even though i dream being a geek one of my next lives ",0
graduation practice with caitlin and 318 ppl i hate ,4
First offical client iPhone app submitted and waiting for review  Will post link when live!. Hopefully cricket... http://ff.im/-2wn7w,4
is finally getting the hang of this ,4
"Off to the Dream World to battle the evil Spork Horde.  Later, folks. ",4
Just finished painting the bulletin board for the Bar operations with friends ian and charm ,4
"aaww, the kittens are playing with each other, that's so cute ",4
"@<user> OMG - Alex Wong = WOW. he can only come back if he dropped his professional gig, right? can't see that happening this season tho ",0
My brother gets ï¿½40 spent on him and I get a ï¿½3 pair of flipflops i'm not the favorite  ,0
Our emails went down today  so if you tried to hit me up today try the gmail which is my twitter handle + @<user>,0
I have a sunburnnn. ,0
"@<user> Proto vs Infamous spread looks good, btw. I was gonna play Proto and write it Mon but couldn't find the code ",0
getting an award in school :| shood be happy about tht but am not  need to walk on stage infront of everybody ,0
"@<user> Ah, but I got one trick up my sleeve, miming. By the way, can you smell that too?  Damn, better use more Lynx.",0
@<user> Home is the funnest place to be ,4
@<user> http://twitpic.com/67e1w - The cutest couple ever! love them ,4
"@<user> It's all about your candy nipples and that sweet love button. Welcome to my imaginary winery, I have chocolate! ",4
@<user> http://bit.ly/izhdy  here looove. ,4
umm i kinda wanna turn into a dinosaur and eat your face is that okay?? RAWR!!!    hehe,4
"Wonders if things are the way they appear. &amp;if so, aww. ",0
@<user> unfortunately not  i wanna shop!,0
my feet hurt ,0
Join the meeting http://tinyurl.com/klz3c2 Discover How Fabrice is administrating a Huge Farm ,4
@<user> yaani you missed alot!its daytime so wacha we keep it at that.for the non-family version see @<user> n @<user> usiku ,4
today will be an awesome day ,4
@<user> Yaaaaaaaaay!! Thats awesome! Im glad I could bring a little inspiration your way! Stay fit &amp; Healthy!!  -Lisa,4
I can be easily squished! ,0
"@<user> Thanks, champ. Today's is one of my favourites. ",4
@<user> I agree with you on MB even though I have waited 3 weeks for a service appt in San Francisco. ,0
says 2 more weekssss  http://plurk.com/p/vf5nz,4
no homework done this weekend ,0
@<user> That's a clear signal urging you to stay! You of all people should get that. ,4
@<user> Hello from sunny West Yorks  enjoy the evening.,4
Harriet's 1st birthday today and I have yet to see her as she's been at her Dad's all night and day so far. Birthday meal at his also ,0
Wow running into work super late.. Need to remember that today is Friday not Saturday ,0
@<user> oh no  im sorry for you and your sister :'(,0
@<user> kelly gave it to me for my birthday. yeah jus onee for hoyts ,0
has finished Pushing Daisies. Halatang they rushed the ending.  http://plurk.com/p/z3chn,4
"well, the movie cancelled... ",0
i dont know what should i do ,0
@<user> I love how you played Patron Tequila at the sydney show. me and my friend were singing right with it! ,4
"good morning everyone, weather is horrid today ",0
Well duhh ,4
@<user> haha alright ! yea me too ! this show is so awesome ,4
is giving into her fatness and eating more..... darnit ,0
Good morning everyone! I feel so much better today. I have more energy. ,4
"@<user> well is 5:15pm Sun here in NZ so wide, wide awake ",4
took a great nap and started a good book ,4
@ remy with the ladys...I rly think shit is gonna pop off tonight...oh well I'm ready ,4
@<user> me dont rightly know if we meet again tday ,0
"Microsofts E3 2009 raw CONTENT was great, but much of the stuff they showed was so gimmicky-tech demo-non gaming related.  Still 2 thumbs^",0
Just got my ticket for tomarrows Love it or leave it concert ! ,4
"Enough philosophical talk... in a Travelodge in Manchester, waiting for the taxi to come take us to the airport woot ",4
"@<user> gah, that suckss! i so badly want to go see them ",0
I dont want to take finals this week ,0
"woot Grisha for round two!(sorry Igor) but, ARod v Jezza? Just kill me now ",0
Oh no! One of my axies is sick!!!   I hope I can make him better.,0
Shower time  GOOD NIGHT SWEET DREAMS EVERYBODY  x,4
"@<user> I, personally, am always better at a part time job than a full time job (re parent/grandparent) ",4
@<user> Havent tasted your food in a min ,0
@<user> sneak a tweeting device in and update the world ,4
@<user> my husband had his first (and I think only ever) slurpee last weekend... he said it gave him a sugar headache ,0
all i want is a pb n j sandwich and we aint got no pb ,0
"@<user> nooo...your song, everything was wonderful!! really true  all your fans loved ",4
Musn't forget to take little Oliver to the vets tomorrow. Not looking forward to coaxing him into his carry-cat-box ,0
@<user> well I'm glad I could be your first @ reply!  Have a good weekend man!  ,4
my nap time made me cant sleep now ,0
His song is my song...  phone boning...,4
@<user> done! i'm sure @<user> will be happy today  btw i can't wait to see you tomorrow friend!,4
@<user> &gt;^..^&lt;   Going alright so far. Better with snuggles.  How about yours? ,4
Missing my hubby ,0
"Hi Lyyyyyyyyyyyyyyyssssssssssssssssss You deleted your happy birthdayÂ´s tweet for me, why? I had it in my favs. IÂ´m very SAD! ",0
@<user> I take it your exam was good then  WE LIKEY!!!!,4
"I drove to school. And apparently I still need to work on my breaking skills but other than that, it was smooth sailing. ",4
Misses her baby sooo much ,0
"Damn, I really wish I'd bought PC Peggle when it was cheap, it's gone back up to ï¿½14.99 ",0
@<user> well @<user> at least was. ,0
Needs Guitar Hero on PS3. ,0
@<user> don't. fall. into. that. ,0
changed my homepage from google to bing after sooooo soooo many years  http://is.gd/RXU6,4
@<user> cool iPhone picture ,4
Well - looks like Hurdle is out.  ,0
Hate this job. Stuck here and can't go see my papa ,0
@<user> fuck! I'm already thinking about all the shows I'm going to have to miss because I'm broke. ,0
"@<user> new house is cool. Lots to do though, but all perfectly liveable. I'm looking forward to an ice cold vodka in a couple of hours ",4
"@<user> yumm, ive never been there but everyone i know who has loooves it  ",4
@<user> Congrats on the new house!! ,4
@<user> what!!!? there's a code now? i preordered  where is our jenn to fix this mess!,0
@<user> I usually just make it w/salmon 4 my dogs but decided to add beef as well this time  I hope your dog likes it!,4
I am so sad that I'm not out enjoying the sunshine ,0
My 4 year old son doesn't like The Smiths  &quot;Because that man sings funny&quot;,0
is freakin' exhausted man! this sun is a serious knockout |-)!  maths exam was very.. well i fell asleep XD! waiting for Jordan now ,4
just finished yard work.... ,0
@<user> its @<user> b-day but you'll be in DC ,0
Youth camp is over.    I hate that!,0
Good morning everyone! School soon. OTL Hope you guys have fun for me at least...  &lt;3,4
"@<user> I ordered this shirt, and then yelled at myself out loud for not getting you one  I promise I will in my next batch.",0
@<user> yea i want the 16gb...cant get one till dec unless i want 2 pay $400 though ,0
Tweeting from phone ,4
hunwick is in the hospital ,0
Going to bed.. night all! ,4
æ²¹è²é¤ = I D0N'T KN0W WHAT IT MEANs BUT it L00KS KEWL S0.......THERE IT IS..............  RAND0M!,4
 my thoart hurts again. i was shouting heaps,0
aaaaaah I don't feel good ,0
"@<user> once again have fun, drive safe ",4
"@<user>  Well Hello there, new addition to my Twitter Fam!  Sorry for the extra late response...my phone took a nap too! lol",4
@<user> Clearly not ,0
@<user>  Soon as in 20 mins or less!!!..Cuz' i gottta go to work!! ,0
cant go wrong with a lil bob in the a.m.  ? http://blip.fm/~6itml,4
I'm excited for rescue me to start tomorrow. Or is it today. ,4
"I don't want to go back to school yet,the month off for study leave was good/relaxing.Gotta get back to learning though unfortunately  â¥ x",0
awh i want sims 3 ,0
@<user> He he which woman doesn't?! But the supply is so low(almost nil) and the demand is so high!! ,0
"OMG, Casey Flippin just has a baby girl! Emory Aline, she's perfect!!!!!!! Future Sweet Briar girl, class of 2021 ",4
"@<user> @<user> You know its quality, not quantity.   #Redskins #Bears",4
@<user> why would you want 16 GB? Buy two 4 GB or 8 GB max. Two is better backup in case one goes AWOL or FUBAR ,4
@<user> and the Broncos lost too! ,0
@<user> feelin the positive vibes! ,4
"Saw a pretty girl in the park today. Sadly, a 5km Twitter search shows 0 results for 'cute boy in the park'. Guess she didn't like me.. ",0
"@<user> so, so sorry  effing gout. http://bit.ly/14hG4G",0
Santa Fe does not have Toynbee tiles. ,0
so glad history exam is overrrrr got 1 moree  lool,0
did NOT realize that moving out meant you were no longer invited to go on family vacations to celebrate fathers day ,0
@<user> see I know how to play nice ,4
Hanging in Crooners. Wanna sing. Can't. Sucks. ,0
Is eating a honey mustard fried crunchwrap.  Yummm,4
Listening &quot;Princes Of The Universe&quot;... there can only be one!. ,4
Have you guys heard of the Air France flight that's missing with over 200 passangers? So sad. My paryers go to them their families. ,0
"I booked my mani and pedi for sat morn, can't wait!!! I will be needing soft refresed feet for the NKOTB concert!!!!  YAY Can't wait!",4
just watched switch ,4
@<user> Didn't get it  was sooo busy at work. Just gettin in. One of those days.,0
@<user> He sucks? True. But you'll need to be more specific on _why_! ,4
@<user> rubbish ,0
hanging with Oliviaaa.  Get on it!,4
"@<user> that sounds pretty sweet, you too must be loving it! yeah man that sounds cool, keen for that ",4
"@<user> aa, woo. I'm gutted that they're in Sunderland Saturday &amp; I can't go  xx",0
"@<user> oh man, not you as well! ",0
":: looking forward to a night next week of me, myself, a beer and my business plan. Things are a-changin'! ",4
My flick was worse today  didn't throw enough the other day to get it down.,0
@<user> little to no clothes please ,4
Feeling sick  ahhhhhh this can't happen right now!,0
Just woke up getting ready for work! ,0
Listening to Starsailor and Jonny Lang. Getting ready to go to the side job. Im staying positive though. 1 MORE MONTH! ,4
@<user> come to sweeeeden  xxxxx,4
@<user> wooooooo!  Thanks Jo!,4
about to go to sleep!flying home tomorrow...sad!dont want to go home ,0
@<user> Gna do a blog post shortly ,4
Charity Tuesday....Our favorite day ,4
Everyday ought to be a day of anew and progression..&quot;that's how I see it&quot;!!!! GoodMonday ,4
@<user> thanks lots..  really,4
@<user> @<user> Thank you! Much appreciated  #FF #followfriday,4
@<user>   ,4
@<user> A dream? Wow! Thanks!  r u sure it's not just my accent?,4
"took a shopping trip for herself (first time she's done that in a LOOOONG time). Bought something for church tomorrow, and feels better. ",4
@<user> WELCOME TO CHILE TOM ! ,4
@<user> i think thats a great idea   &lt;3,4
@<user> is it really bad? ...  ,4
"@<user> was thinking that, just wasnt sure if there is a certain type that worked better for storing photos! they are very expensive! ",0
Yey apprentice final! ,4
@<user> Thanks   I'm exited for everyone to see it also.  I don't know what my exhibition program will be yet.,4
Happy mothers day to all the Mommie's out there in twitter land  xoxo,4
The lady at the pharmacy told me skin so soft bath oil is a good mosquito repellent...I'll have to shelve the Chanel no.5 ,0
"@<user> I bowling the ball and my fingers got stuck, fat fingers FTL it was funny though ",4
@<user> my house suffers ant problems too  hate it!!!! re giner beer agree!!! I have some in the kitch yum,0
Talking on aim ,4
"Irish exports up 5%, our company sales more positive - damn the IMF and their cold water ",0
"Weekend is over, today is Monday but I see no difference. I worked the whole weekend.  Need some rest from the rest of the world. ",0
@<user> rob when you can drive your a god....... ,4
Morning tweets. I need some determination today. Already not starting out to be a good day ,0
@<user> Weekend exercise will never be the same again once it opens... ,4
@<user> i had a Green Day spell years ago. Haven't listened to them in such a long time ,0
@<user> i love cudis original but yours is a fresh spin. also would love to interview you for urbanlookout.com. let me know. ,4
; I want my Science marks! ,0
My WordPress upgrade to v2.8 has broken my ability to upload new posts using Windows Live Writer.  ,0
"Ok...so ive made 1525 updates, and i only realised now, that i should pay more attention to my @<user> LOL eeeedddiot! ",4
Flew home because I have a 101-102 fever.  I liked my classes.,0
@<user> That would be so awesome on you! like a platinum pixie cut! ,4
Headache ,0
@<user> link seems to be broken ,0
@<user> how did you break your leg?  ,0
@<user> hope not for tomorrow too ,4
listenin to eksi n herbsie tear up da mic on glorious summers day!!! shame i gotta work tho!! lol ,4
"The sun is crackin the flags today! Bikini - check, shades - check, .......... let the sunbathing and water fights commence ",4
needs to clean the house ,0
@<user> You don't need to get fit...you're beautiful already ,4
@<user> Sorry dear. How was the bonfire overall? I saw the Maine and Meg &amp; Dia on Main Street today. It was fun ,4
@<user> because it's programmed differently ,4
Bummed that I have NO adoption applications...sigh.  I hate closing things. ,0
loving this kind of weather.. ,4
will consider getting a picture tomorrow ,4
"It gets so old being a pro living in a world of noobs.  of course, we could die, but we ourselves are just so amazing that we're worth ...",0
Just wondering how long I can keep all these plates spinning... metaphorically speaking. ,4
@<user> whats going on? ,0
@<user> Thanx For Responding that time! l.0.l i just never got it because u spelled my name wronf  lol,0
@<user> why not socal? ,0
@<user> aww man. i dont have this shit on my fone. such a bummer that wuda been pretty much like texting.  rats,0
ewwww first mosquito bite of the summer ,0
I've had All time low's new song on repeat all day ,4
Downloading some music. ,4
feels some type of way about burying a dog i had for more than 10 years ,0
Off to Target before work so I can get The Sims 3 ,4
work is so boring. we're so dead. ,0
I hate that alyssa doesn't eat because I feel like an inconvenience when I need food. ,0
@<user> Every time I fall asleep my dreams are haunted And every time I close my eyes I'm not alone     ,4
I love the Chinatown Night Market! I wanted to get bbq squid tentacle but nobody would share with me.  http://twitpic.com/7vcak,0
@<user> wish I was having champagne with u tho ,4
just got home after a really good day with the best guys ,4
@<user> Very excited now ,4
@<user> chilling/// not really bored @ work... throwing in the towel  smh,0
my cat just gave me a big scar ,0
@<user> The UFC is not football woman! This is like real wrestling  lol How are you?,4
My stomach keeps doing some sort of cha-cha-cha dance. I miss you so much already ,0
"Want to twit one of my favorite news anchor Clarice Tinsley, her acct has been mistakenly suspended.  I miss you Mrs. Clarice ",0
just woke up and is drinking my fav tea Forest Fruits.. yum-ie. waiting for a call from my parents who will visit me today.. yay! ,4
"i still miss him.................soo much  , buh f u billie nd abida :-@",0
@<user> I wish I was there  &lt;3,0
mOod. was way too much fun. lol..  I lOve to dance TEchno !!! &lt;3 ... life.lOve.stress &amp;&amp;. set backs &lt;3 gnite,4
@<user> thats funny i'm listening to john mayer too ,4
@<user> I wanna cuddle you up in a bucket of stars and watch a&amp;e. Maybe boxed sangria. I need you.   ,0
@<user> VERY. i wish i knew his name ,0
i'm up wayyyyyy too early today  ugh!,0
"@<user> I'll let you know in 10 days, but no doubt it will be soo good  im so so so excited &lt;3",4
@<user>   Yeah - TJs is dangerous!   Hope your Xmen &amp; jewelry time went well - you didn't miss a link or two when Wolvie was on?,4
Thanks mom ,4
So the pop show was pretty fun. One guy made my fkn day!! Gooood times ,4
@<user> Oh ok. I&quot;m @ work so no playing for me til later  lol.,0
 i have ear ache,0
@<user> good luck! ,4
@<user> good luck with the movie...thing or whatever. ,4
@<user> hehe great movie just be careful what you laugh at ,4
@<user> #productivityswaps #gtd agreed! my labeler broke and I miss it. Thx for reminding me to get a new one. ,4
Where is the sun? ,0
#inaperfectworld Nadal would be fit for Wimbledon   ,0
@<user> noooooooo!  send her my love!!,0
Back from  root canal episode 1 - not too bad but soon they're going to hit me with a bill for Â£198 ,0
Why so rainy?  I need the sunshine.,0
My clients keep me going. ,4
@<user> On the free wifi? ,4
@<user> training  i need to run errandssss,0
eight hours until the mtv movies awards. so psyched for the new moon trailer. ,4
@<user> You're in New York? Can you pleaseeee come to Staten Island? Its boring here ,0
@<user> Thanks for that. Wolfie's World in second life is also really interesting. That's an area I'm still discovering. Cheers ,4
I'm back from vacation but sick.  ,0
Monday and I am at work and the legs are a still hurting a little! Smile ,4
@<user> I am hitting the sheets...sleep well...we will make plans for lunch this week ,4
ACCOUNTING or MANAGEMENT??? im so confuse. ,0
im sick and sad its cold ,0
Hiding out to avoid muster drill ,4
"@<user> We don't have to I won in the end, LOL we're watching 8 out of 10 cats though.  wanted to watch film, but can't see any  I fancy",0
wait over now got to wait for 8pm sunday night!! went too quickly ,0
Wishing KBCO would get the hint and start playing some Adele. ,0
"Been cable TV free for 2+ months and not missing it. But now with the French Open, I'm bummed. No way to watch online apparently ",0
Going to see Bryce today after work to talk about jobs and stufff....i'm so nervous. Its been like 2 weeks ,0
"Mornin' all, happy new week, happy Blackberry Winter!   Brrr, it's cold!",4
"Ego so strong I must admit, I have every reason to feel like I'm that chic.  ",4
Woohoo!! Aparently being treated to &quot;a boot full&quot; of a popular brand of malt loaf today following a job I did yesterday!  mmmmm...,4
"@<user> Wow man, let me know if you need help with moving in, or, you know, drinking booze at a housewarming ",4
it's my birthday may 31 . . . happy birthday to ME   ,4
he is amazing  how could it actually be?,4
And I made the salsa! Yay!  xxPANDAd00dxx: the only good this about this party is the chips and salsa!! BORDEM!!!,4
Online again! ,4
@<user> @<user> i hope you're right! i reaalllyy want a Cheryl solo album but i REAALLLYYYYYYYY don't want girls aloud to end ,0
woke up from a good nap ,4
the presets tonight! ,4
fun food friends @ ken's bbq wooo! thanks ken ,4
Can't do kettlebell ab workout bc I decided to paint my nails instead  miss working out. Wish I hadn't gotten hit by a car....,4
this day could not get any worse. ,0
"i'm bored, and my sunburnt shoulder is getting sorer ",0
Yay for mom's cooking ,4
txs 4 the wake up txt msg...i think my hubbie frm da boat ,4
@<user> i am at home with a headache.  It isn't a really bad 1 but it still hurts. Hope UR day has been good. Hugs,0
"Sure, Xbox Live is back on .. but #neogaf is down!  ",0
STARBUCKS - VIDEO: TAMSTER's very 1st MTV.  The Next ANTONOV ...: Just Copy or click this link.  http://.. http://bit.ly/aYMF9,4
@<user> afterwards it didnt totally come out ,0
@<user> haha! I'm just gonna take a bath. brb ,4
@<user> do you come home june 20th? we miss you very badly here in the uk  and and and; CAN'T WAIT FOR JUNE 20TH!  xx,0
Kelly clarkson! since you been gone ,4
Has had an offer modelling for gay magazine  yess,4
Slept in till 9 yay! Matt is gone onto campus to work on some HW that is due today. I hope he is home in time for lunch  I love him!,4
@<user> haha true. It's a great waste of time ,4
i wanna go to the manchester apollo! ,4
took a nap and @<user> sat on my head. Then i found i flea in my ear a few hours later ,0
"@<user> oh Dear, have i just been officially told off by you  haha could of saved your money tho eh? x",0
I just realised I'm not really the writing type (kinda). My brother was a journalist and sis is gonna write a book.. wth what about me?! ,0
Oh maaaaan  they finally realeased the date when heroes season 3 comes out...september 1st  so looooong away!,0
Wow. Just found vid of the tornado here a couple days ago.  http://bit.ly/pDSSy,0
"is sad bc my boyfriend is back home, when he should be with me  miss you and love you baby",0
@<user> Oh. Works for me. ,0
"@<user> i know,i suppose they have had enough and feel the need to move on and do different roles sad i know ",0
all the grumpy people at work are going to make me grumpy too ,0
@<user> his raybans ,4
@<user> Yes....yes I was ,4
@<user> getn old sucks! it never use to be this hard to stay awake LOL. ur the one that got me into conan ,4
Im beggining to think my dream of owning a polaroid camera will never come true. ,0
@<user> Night Hollis! ,4
"@<user> lol your too cute. She must be pretty amazing  im doing well, still living life abroad. How are you?",4
Less than one week. Hopefully I get the Palm Pre. This HTC Mogul doesn't want to text anymore. ,0
Norm mcdonald -- always funny -- also smart and fiercely competitive (based on password play ,4
@<user> he's pretty!! Fuck that! ,4
@<user> Good morning sunshine!  Can I get a happy birthday from you? Haha!,4
Completely wiped and reloaded the 8900.... Lost all BBM contacts    Going to bed sad.,0
@<user> great isn't it ,4
Lunch time at west park cafe ,4
@<user> lololol no prob dahlin got afew more folk lookin for me  http://myloc.me/1Xto,4
@<user> mee too ,4
http://twitpic.com/5ejcn - My Newest Mixtape - Download it free from Datpiff.com if you havent already! ,4
"Passports - all to do with the distance between your eyes, which remains constant despite aging  - apparently ",4
It's sad to hear about Jon &amp; Kate.. poor plus 8  with divorced parents.. must be hard for them.,0
"oh tweeps! what a beautiful misty morning it is. there is no life, there is no death. only now...leap, and weave your own damn parachute ",4
... And that was 2 and a half hours too late for bed. Good night loves ,4
